N,contract,rate,q,sigma,maturity,max_abs_x3_difference,max_ulp_x3_difference,signed_mean_x3_difference,positive_count,negative_count,worst_payload,formerly_hard_tail
223,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,88,2.0034945924507497e-12,1779,1597,2730,yes
223,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,42,9.4838303876798591e-12,1715,1584,2730,yes
223,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,22,2.2207791161577006e-11,1778,1533,2730,yes
223,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,1131,2.9227644610108072e-12,1709,1707,2730,yes
224,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,28,1.1670282795694931e-12,1704,1572,2730,yes
224,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,45,1.4867565512055592e-11,1784,1603,8191,yes
224,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,16,1.3345130556174922e-11,1717,1568,2730,yes
224,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,132,9.0664420415720315e-12,1753,1669,2730,yes
225,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,25,1.7337260099781204e-12,1775,1608,2730,yes
225,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,42,8.1328555001647374e-12,1789,1619,8191,yes
225,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,23,2.3250970593302611e-11,1788,1593,2730,yes
225,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,691,1.4132922263043746e-11,1718,1554,2730,yes
226,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,54,1.3242740237728867e-12,1789,1640,2730,yes
226,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,42,5.8410221104310267e-12,1764,1629,2730,yes
226,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,18,2.0616952589591619e-11,1757,1562,2730,yes
226,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,178,2.6342816816793402e-12,1693,1653,2730,yes
227,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,62,7.2580483290174413e-13,1681,1639,2730,yes
227,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,79,2.8669219775956378e-12,1707,1616,8191,yes
227,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,23,2.1267571037597577e-12,1684,1619,2730,yes
227,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,276,1.8025150816391999e-11,1749,1579,2730,yes
228,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,108,2.7213335751508083e-12,1824,1642,3669,no
228,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,86,1.0219866619642914e-11,1767,1618,2730,yes
228,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,21,8.2612666707504445e-12,1720,1645,8191,yes
228,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,1102,1.2651820563425176e-11,1746,1575,2730,yes
229,0,-0.02,0.01,0.050000000000000003,0.25,4.6566128730773926e-10,773,3.6123935873849655e-13,1701,1667,0,yes
229,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,162,1.7261254925404756e-11,1762,1621,2730,yes
229,2,0.029999999999999999,0,0.20000000000000001,1,3.7252902984619141e-09,27,1.2136944227414403e-11,1784,1602,0,yes
229,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,136,5.8234528310663336e-12,1773,1667,2730,yes
230,0,-0.02,0.01,0.050000000000000003,0.25,4.6566128730773926e-10,94,2.9338597523631549e-12,1829,1591,0,yes
230,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,289,1.3452130034896648e-11,1734,1583,8191,yes
230,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,21,1.2058756770905177e-11,1722,1618,2730,yes
230,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,168,1.0162592989360064e-11,1782,1699,85,no
231,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,50,-3.456818165048503e-13,1753,1672,8191,yes
231,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,5424,9.386302499136967e-12,1744,1616,2730,yes
231,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,28,2.3839125118385596e-11,1773,1602,2730,yes
231,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,84,5.7698845701281698e-12,1734,1649,2730,yes
232,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,55,1.582000155875285e-12,1772,1618,8191,yes
232,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,330,1.2818097278044505e-11,1690,1557,2730,yes
232,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,60,1.3467754689244771e-11,1732,1518,8191,yes
232,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,68,7.7134548748247767e-12,1765,1693,1919,no
233,0,-0.02,0.01,0.050000000000000003,0.25,4.6566128730773926e-10,35,9.6629475254683683e-13,1710,1581,0,yes
233,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,149,7.9348368153819848e-12,1777,1631,2730,yes
233,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,43,3.2471456079541383e-12,1777,1657,2730,yes
233,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,237,1.0938744701705083e-11,1786,1621,2730,yes
234,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,35,1.2909378427350404e-12,1732,1635,8191,yes
234,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,80,2.4714758017907457e-11,1769,1585,2730,yes
234,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,44,5.1760817854074048e-12,1732,1619,8191,yes
234,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,119,9.6371521873805932e-12,1693,1567,2730,yes
235,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,127,1.5935477763739936e-12,1746,1623,2730,yes
235,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,81,5.9405050323313446e-12,1689,1626,2730,yes
235,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,56,1.5069584469173947e-11,1792,1615,8191,yes
235,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,488,1.3253301234250614e-11,1799,1598,2730,yes
236,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,547,1.4368474942835774e-12,1780,1649,2730,yes
236,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,77,1.0117164050971184e-11,1793,1637,2730,yes
236,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,57,8.2951215341076079e-12,1796,1680,1621,no
236,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,471,6.859342954745884e-12,1784,1675,1621,no
237,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,89,1.6174743835972727e-12,1781,1584,8191,yes
237,1,0,0,0.40000000000000002,0.25,3.7252902984619141e-09,41,7.3839684366916458e-12,1738,1618,0,yes
237,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,85,7.0805479535085425e-12,1758,1619,2730,yes
237,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,132,9.0515095418908231e-12,1759,1620,1919,no
238,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,40,1.4133000325600165e-12,1751,1611,2730,yes
238,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,39,7.3968470237772976e-12,1692,1608,2730,yes
238,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,89,1.1750492939777146e-11,1754,1617,8191,yes
238,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,1079,8.7335338613825364e-12,1675,1666,2730,yes
239,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,29,-1.5917302198520389e-13,1681,1675,2730,yes
239,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,39,1.0671116768001809e-11,1735,1563,8191,yes
239,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,81,3.1250533411020243e-11,1795,1526,2730,yes
239,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,131,7.9659681628818646e-12,1730,1641,2730,yes
240,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,14,2.822481831588064e-13,1790,1637,8191,yes
240,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,38,9.5904673091951054e-12,1761,1688,2730,yes
240,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,194,-9.5788342535652049e-12,1721,1655,2730,yes
240,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,199,9.3528310096679945e-12,1696,1597,2730,yes
241,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,17,1.0419911461445608e-12,1738,1646,2730,yes
241,1,0,0,0.40000000000000002,0.25,3.7252902984619141e-09,43,5.3437115843379956e-12,1725,1567,0,yes
241,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,422,1.551512217312645e-11,1738,1610,8191,yes
241,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,794,2.4445064028544294e-12,1738,1636,2730,yes
242,0,-0.02,0.01,0.050000000000000003,0.25,4.6566128730773926e-10,27,2.7060289772840029e-12,1757,1554,0,yes
242,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,24,3.543360049818034e-12,1726,1616,2730,yes
242,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,1359,1.4065044051311815e-11,1745,1594,2730,yes
242,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,198,2.4910212781392715e-12,1705,1657,2730,yes
243,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,224,2.5309806334083973e-12,1736,1578,8191,yes
243,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,47,1.1951509226726387e-11,1724,1609,1621,no
243,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,478,2.270358727407551e-11,1768,1532,1621,no
243,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,171,3.5304502377098146e-12,1703,1634,8191,yes
244,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,29,1.4422673125236152e-12,1741,1624,2730,yes
244,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,48,2.0782459086987615e-11,1766,1531,2730,yes
244,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,212,1.5375208051171541e-11,1754,1617,8191,yes
244,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,128,6.1093352599073114e-12,1791,1731,2730,yes
245,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,21,1.7134800522899951e-12,1732,1596,8191,yes
245,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,48,5.9780791428210023e-12,1745,1611,2730,yes
245,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,173,1.8096408052614699e-11,1758,1596,8191,yes
245,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,50,6.8551830878504916e-12,1709,1630,2730,yes
246,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,23,2.0272221401551604e-12,1751,1565,2730,yes
246,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,47,1.2588111109046451e-11,1767,1594,2730,yes
246,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,112,1.0465212030297266e-11,1746,1594,2730,yes
246,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,43,1.495372922710736e-11,1801,1595,2730,yes
247,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,22,1.0737556677131721e-12,1683,1647,8191,yes
247,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,49,2.1086590806795869e-11,1778,1567,2730,yes
247,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,114,5.3531692967290212e-12,1736,1580,2730,yes
247,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,45,6.9065551888680687e-12,1681,1562,2730,yes
248,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,22,1.6259337626278736e-12,1729,1610,2730,yes
248,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,48,1.3013756738899929e-11,1703,1557,2730,yes
248,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,50,9.0667889862672268e-12,1699,1574,2730,yes
248,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,88,9.1301549653977077e-12,1693,1646,2730,yes
249,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,30,1.6761921711738736e-12,1794,1687,2730,yes
249,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,96,9.5855545723111391e-12,1780,1548,2730,yes
249,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,60,1.6765117072381486e-11,1813,1577,2730,yes
249,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,364,1.5111176199233967e-12,1639,1662,2730,yes
250,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,60,1.6409634068237366e-12,1766,1622,2730,yes
250,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,94,1.4791071145658918e-11,1745,1592,2730,yes
250,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,54,1.0271408723561137e-11,1718,1578,8191,yes
250,3,0.029999999999999999,0.01,0.050000000000000003,5,1.862645149230957e-09,169,1.1250139708707252e-11,1712,1602,0,yes
251,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,119,1.2446938011528852e-12,1713,1603,2730,yes
251,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,91,6.4419511391911044e-12,1713,1608,2730,yes
251,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,47,3.019345190535816e-11,1791,1510,2730,yes
251,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,340,5.8160282145891529e-12,1701,1638,2730,yes
252,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,29,1.234424888696406e-12,1721,1628,2730,yes
252,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,191,7.0851623179546408e-12,1761,1652,2730,yes
252,2,0.029999999999999999,0,0.20000000000000001,1,3.7252902984619141e-09,38,-5.8420074333653815e-12,1691,1699,0,yes
252,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,2705,8.5241405947678039e-12,1747,1628,2730,yes
253,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,22,3.1717684034759941e-13,1741,1689,8191,yes
253,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,377,-6.5973441987221548e-13,1722,1682,8191,yes
253,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,37,2.3998060483254591e-11,1791,1540,2730,yes
253,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,336,-7.0501937621259003e-13,1703,1678,2730,yes
254,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,22,1.026864357434043e-12,1707,1607,2730,yes
254,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,2912,3.9943257035268687e-12,1722,1611,2730,yes
254,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,36,-1.1599887717039792e-12,1684,1650,2730,yes
254,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,273,1.1983310177487994e-11,1744,1563,1834,no
255,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,22,2.1781448172886186e-12,1795,1604,2730,yes
255,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,377,1.2183353284567211e-11,1767,1579,2730,yes
255,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,28,1.448474673537703e-11,1712,1567,2730,yes
255,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,2281,5.0410309607173964e-12,1679,1573,2730,yes
256,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,21,8.2490958508429912e-13,1682,1581,2730,yes
256,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,180,9.564168901299297e-12,1691,1568,8191,yes
256,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,31,1.1334780336547112e-11,1700,1578,2730,yes
256,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,271,7.913579513907365e-12,1750,1607,2730,yes
