N,contract,rate,q,sigma,maturity,max_abs_x_error,max_ulp_x_error,signed_mean_x_error,positive_count,negative_count,worst_payload,formerly_hard_tail
221,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7139349961173956e-09,121,-3.73428009768468e-13,4094,4098,5503,no
222,0,-0.02,0.01,0.050000000000000003,0.25,3.9754596993932809e-10,53,8.5201293658658067e-14,3995,4197,6399,no
222,1,0,0,0.40000000000000002,0.25,3.3847304951257153e-09,12,2.4363522861600447e-14,4085,4107,2218,yes
222,2,0.029999999999999999,0,0.20000000000000001,1,3.304775293235513e-09,4,2.5694665400879248e-12,4054,4138,6442,no
222,3,0.029999999999999999,0.01,0.050000000000000003,5,1.6663432287368458e-09,242,-3.5160975323952929e-12,4088,4104,3498,no
223,0,-0.02,0.01,0.050000000000000003,0.25,3.8828871088726097e-10,26,6.9220605445947835e-13,4111,4081,5205,no
223,1,0,0,0.40000000000000002,0.25,3.2619788480990062e-09,12,-2.5833554337010373e-12,4125,4067,512,yes
223,2,0.029999999999999999,0,0.20000000000000001,1,3.0483651053204794e-09,8,-1.103122830543931e-12,4051,4141,6912,no
223,3,0.029999999999999999,0.01,0.050000000000000003,5,1.6781509219070996e-09,967,9.4759830273088352e-14,4082,4110,42,no
224,0,-0.02,0.01,0.050000000000000003,0.25,4.307304630102e-10,7,1.5464805126688004e-13,4086,4106,2218,yes
224,1,0,0,0.40000000000000002,0.25,3.1794728516502523e-09,12,-5.157811234008324e-12,4019,4173,6997,yes
224,2,0.029999999999999999,0,0.20000000000000001,1,3.3912740219752243e-09,9,2.5094028518408148e-12,4110,4082,2218,yes
224,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7253959286512031e-09,121,-1.3551419674372974e-12,4042,4150,469,no
225,0,-0.02,0.01,0.050000000000000003,0.25,3.6688069114023115e-10,9,-8.5375173159195288e-14,4074,4118,7765,no
225,1,0,0,0.40000000000000002,0.25,3.0837727523593342e-09,11,-4.445616604667257e-12,4033,4159,3584,yes
225,2,0.029999999999999999,0,0.20000000000000001,1,3.2583645732000721e-09,8,2.0554747272668488e-12,4130,4062,1621,no
225,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7206747066220639e-09,570,2.0948006622005012e-12,4101,4091,149,no
226,0,-0.02,0.01,0.050000000000000003,0.25,4.1312944446761261e-10,8,-3.8866852959846029e-13,4099,4093,6399,no
226,1,0,0,0.40000000000000002,0.25,3.2314634852626386e-09,12,9.3719264336608845e-13,4155,4037,3498,no
226,2,0.029999999999999999,0,0.20000000000000001,1,3.1405140150853457e-09,8,3.4346948484116091e-12,4140,4052,3498,no
226,3,0.029999999999999999,0.01,0.050000000000000003,5,1.6813165654728088e-09,142,-3.04690402614874e-12,3981,4211,2197,no
227,0,-0.02,0.01,0.050000000000000003,0.25,4.1080616834438663e-10,9,-3.9573810824163411e-13,4086,4106,6399,no
227,1,0,0,0.40000000000000002,0.25,3.3910714289657408e-09,14,-2.459142277603526e-13,4124,4068,2218,yes
227,2,0.029999999999999999,0,0.20000000000000001,1,3.1982585521898801e-09,9,-5.1198557559099249e-12,4084,4108,2218,yes
227,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7466993984120219e-09,243,3.6388019376454536e-12,4155,4037,4437,yes
228,0,-0.02,0.01,0.050000000000000003,0.25,4.0031011112740371e-10,8,-4.0002766007842247e-13,4036,4156,3669,no
228,1,0,0,0.40000000000000002,0.25,3.0826269741901137e-09,14,3.9626739962857816e-12,4127,4065,8021,yes
228,2,0.029999999999999999,0,0.20000000000000001,1,3.2896501517246771e-09,8,-7.0821854751682788e-12,4037,4155,6912,no
228,3,0.029999999999999999,0.01,0.050000000000000003,5,1.6041585284997211e-09,970,-2.6164589150554963e-13,4086,4106,7039,no
229,0,-0.02,0.01,0.050000000000000003,0.25,3.4410276154015625e-10,35,-4.3093975624900136e-14,4057,4135,3413,yes
229,1,0,0,0.40000000000000002,0.25,3.2096129182296249e-09,27,3.2131825241022526e-12,4093,4099,4181,no
229,2,0.029999999999999999,0,0.20000000000000001,1,3.0877725401842794e-09,8,7.1352232305261602e-13,4148,4044,7679,yes
229,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7402795031184105e-09,121,2.532649300930236e-12,4115,4077,4864,no
230,0,-0.02,0.01,0.050000000000000003,0.25,3.934560932451862e-10,11,8.4103803876801083e-13,4118,4074,6912,no
230,1,0,0,0.40000000000000002,0.25,3.0984822931768181e-09,54,-4.667730724156932e-14,4068,4124,5461,yes
230,2,0.029999999999999999,0,0.20000000000000001,1,3.0784004603938621e-09,8,6.6241931460098626e-12,4150,4042,1920,no
230,3,0.029999999999999999,0.01,0.050000000000000003,5,1.6642471978292426e-09,105,-8.5590987836288467e-13,4067,4125,1280,no
231,0,-0.02,0.01,0.050000000000000003,0.25,3.9313756647439377e-10,11,-1.3296972987831283e-13,4083,4109,4181,no
231,1,0,0,0.40000000000000002,0.25,2.9256485419117639e-09,862,2.6216604509627479e-12,4132,4060,3925,yes
231,2,0.029999999999999999,0,0.20000000000000001,1,3.2155619355160239e-09,8,2.5034164946697412e-12,4081,4111,1280,no
231,3,0.029999999999999999,0.01,0.050000000000000003,5,1.694720883368219e-09,60,1.3722006346720559e-12,4092,4100,3669,no
232,0,-0.02,0.01,0.050000000000000003,0.25,4.1926317522304976e-10,11,1.7224418688286454e-13,4114,4078,6399,no
232,1,0,0,0.40000000000000002,0.25,3.0577540661853187e-09,54,-7.4734297153006865e-13,4055,4137,5461,yes
232,2,0.029999999999999999,0,0.20000000000000001,1,3.0557911396028776e-09,16,-4.4032814130474173e-13,4070,4122,6399,no
232,3,0.029999999999999999,0.01,0.050000000000000003,5,1.666597356902646e-09,60,-1.170028506032954e-12,4141,4051,4565,no
233,0,-0.02,0.01,0.050000000000000003,0.25,4.1043443441469062e-10,19,-6.3194215954123877e-13,4009,4183,6912,no
233,1,0,0,0.40000000000000002,0.25,3.1579224379330803e-09,26,-1.8006652100137712e-12,4052,4140,6997,yes
233,2,0.029999999999999999,0,0.20000000000000001,1,3.35141619845258e-09,16,-2.1650091816731798e-12,4105,4087,512,yes
233,3,0.029999999999999999,0.01,0.050000000000000003,5,1.6430537015021507e-09,211,-1.805053750805656e-12,4072,4120,6912,no
234,0,-0.02,0.01,0.050000000000000003,0.25,3.8740434499056931e-10,19,9.4295466528815077e-14,4099,4093,4437,yes
234,1,0,0,0.40000000000000002,0.25,3.3370295052690866e-09,14,-1.9474888982850686e-12,4055,4137,512,yes
234,2,0.029999999999999999,0,0.20000000000000001,1,3.2402080509436151e-09,15,-4.4010817827066642e-12,4028,4164,2218,yes
234,3,0.029999999999999999,0.01,0.050000000000000003,5,1.6478196405277514e-09,119,-2.8231242368687868e-12,4066,4126,7808,no
235,0,-0.02,0.01,0.050000000000000003,0.25,3.8388511677334274e-10,76,6.9714065982339564e-14,4058,4134,6399,no
235,1,0,0,0.40000000000000002,0.25,3.4000914398536827e-09,14,-9.3947048345989493e-12,4019,4173,4864,no
235,2,0.029999999999999999,0,0.20000000000000001,1,3.0468487947434534e-09,16,1.8215106218121005e-12,4120,4072,1621,no
235,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7399630589286996e-09,475,3.4232260947624225e-12,4195,3997,42,no
236,0,-0.02,0.01,0.050000000000000003,0.25,3.787532460767411e-10,303,-1.017879224413297e-12,4068,4124,341,yes
236,1,0,0,0.40000000000000002,0.25,3.1179157658468774e-09,14,-2.0436029390851537e-12,4076,4116,3584,yes
236,2,0.029999999999999999,0,0.20000000000000001,1,3.3213570702836863e-09,16,-2.4510825446982016e-12,4073,4119,4181,no
236,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7430326706156677e-09,474,1.1815904196980687e-13,4040,4152,512,yes
237,0,-0.02,0.01,0.050000000000000003,0.25,4.2329762585593299e-10,38,7.1723081228722107e-13,4128,4064,2218,yes
237,1,0,0,0.40000000000000002,0.25,2.8893195660653107e-09,6,6.1200199578432674e-12,4079,4113,5205,no
237,2,0.029999999999999999,0,0.20000000000000001,1,2.995222840457886e-09,32,-7.3536709551362964e-12,4038,4154,6912,no
237,3,0.029999999999999999,0.01,0.050000000000000003,5,1.6825358723472429e-09,124,1.2117076064031666e-12,4100,4092,2218,yes
238,0,-0.02,0.01,0.050000000000000003,0.25,3.6876135329339256e-10,20,-4.7761601049667327e-14,4075,4117,1365,yes
238,1,0,0,0.40000000000000002,0.25,3.1388008647416764e-09,6,1.3262767485324285e-12,4078,4114,6912,no
238,2,0.029999999999999999,0,0.20000000000000001,1,3.1539279829686976e-09,32,-1.3699102751106198e-12,4059,4133,2218,yes
238,3,0.029999999999999999,0.01,0.050000000000000003,5,1.5271299499214576e-09,992,1.4597303443691049e-12,4099,4093,1621,no
239,0,-0.02,0.01,0.050000000000000003,0.25,3.6521860053455903e-10,20,-9.9735015855293101e-13,4018,4174,4437,yes
239,1,0,0,0.40000000000000002,0.25,3.0580889839378596e-09,6,-2.1604554632703899e-12,4116,4076,4607,yes
239,2,0.029999999999999999,0,0.20000000000000001,1,3.2299286295949232e-09,31,7.8352883527232724e-12,4137,4055,4181,no
239,3,0.029999999999999999,0.01,0.050000000000000003,5,1.6298320837381908e-09,123,-1.3423257060990097e-13,4091,4101,3498,no
240,0,-0.02,0.01,0.050000000000000003,0.25,3.7151904862500278e-10,40,-3.1061361709750992e-13,4143,4049,3925,yes
240,1,0,0,0.40000000000000002,0.25,3.1032037631722567e-09,6,-7.3270217585924293e-12,4041,4151,6399,no
240,2,0.029999999999999999,0,0.20000000000000001,1,2.9261639751326465e-09,63,-9.7023404503309995e-12,4014,4178,5888,no
240,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7155298897794473e-09,187,2.469104285283117e-12,4120,4072,3199,no
241,0,-0.02,0.01,0.050000000000000003,0.25,3.8756241761972485e-10,40,-5.4637480938687735e-13,4071,4121,341,yes
241,1,0,0,0.40000000000000002,0.25,3.3147737710122136e-09,6,-9.3735246461778965e-12,3983,4209,4864,no
241,2,0.029999999999999999,0,0.20000000000000001,1,3.044064107645309e-09,126,1.9650588574672579e-13,4055,4137,4181,no
241,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7229413486503347e-09,746,-2.2400816642493186e-12,4047,4145,4181,no
242,0,-0.02,0.01,0.050000000000000003,0.25,3.7957158666401364e-10,81,1.0196915953528e-12,4199,3993,4437,yes
242,1,0,0,0.40000000000000002,0.25,3.0468629416753636e-09,5,-3.74299641039198e-12,4087,4105,512,yes
242,2,0.029999999999999999,0,0.20000000000000001,1,3.2169059346282659e-09,501,-5.4594118316437623e-12,4051,4141,6912,no
242,3,0.029999999999999999,0.01,0.050000000000000003,5,1.6337361897292249e-09,186,1.886595193502865e-12,4152,4040,3114,no
243,0,-0.02,0.01,0.050000000000000003,0.25,3.5971671536501782e-10,1284,-2.217434766047067e-13,4104,4088,1365,yes
243,1,0,0,0.40000000000000002,0.25,3.2116151005346492e-09,6,4.6339541739669784e-12,4076,4116,2218,yes
243,2,0.029999999999999999,0,0.20000000000000001,1,3.2338421085568029e-09,125,-4.1177528528510187e-13,4086,4106,256,no
243,3,0.029999999999999999,0.01,0.050000000000000003,5,1.761039112616354e-09,102,-1.1748584227149782e-12,4066,4126,469,no
244,0,-0.02,0.01,0.050000000000000003,0.25,3.4962486503741833e-10,80,-6.3172098690940613e-13,4042,4150,2303,no
244,1,0,0,0.40000000000000002,0.25,3.2692217143423582e-09,6,3.5196449177424621e-12,4186,4006,2218,yes
244,2,0.029999999999999999,0,0.20000000000000001,1,3.2125977954716154e-09,62,-1.5116290907843027e-12,4078,4114,4864,no
244,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7701101512482656e-09,102,-3.1842414240898538e-12,4074,4118,2218,yes
245,0,-0.02,0.01,0.050000000000000003,0.25,3.7858059967135285e-10,40,8.6781999936754154e-14,4078,4114,1621,no
245,1,0,0,0.40000000000000002,0.25,3.1570395077625833e-09,5,2.143485624688482e-12,4096,4096,3498,no
245,2,0.029999999999999999,0,0.20000000000000001,1,3.1086803311268405e-09,62,3.4220410112519991e-12,4137,4055,1621,no
245,3,0.029999999999999999,0.01,0.050000000000000003,5,1.6624431158842546e-09,60,-2.2112957738798002e-12,4062,4130,4437,yes
246,0,-0.02,0.01,0.050000000000000003,0.25,3.5285053049685266e-10,40,-3.7744009273485225e-13,4019,4173,5205,no
246,1,0,0,0.40000000000000002,0.25,2.8448089812515315e-09,6,-4.161171380718653e-13,4121,4071,4095,yes
246,2,0.029999999999999999,0,0.20000000000000001,1,2.9648622818855581e-09,31,-2.8026941851695251e-12,4021,4171,4095,yes
246,3,0.029999999999999999,0.01,0.050000000000000003,5,1.6794219133205652e-09,242,2.7417793934188606e-12,4080,4112,469,no
247,0,-0.02,0.01,0.050000000000000003,0.25,4.1068140985890403e-10,63,1.2443487907692236e-13,4123,4069,6399,no
247,1,0,0,0.40000000000000002,0.25,3.219938293755225e-09,6,3.2878536560735949e-12,4134,4058,4437,yes
247,2,0.029999999999999999,0,0.20000000000000001,1,2.8032219535687148e-09,31,1.7677293518629263e-12,4096,4096,2389,yes
247,3,0.029999999999999999,0.01,0.050000000000000003,5,1.6188242064116255e-09,241,8.2661371500641597e-13,4127,4065,4650,no
248,0,-0.02,0.01,0.050000000000000003,0.25,3.8064146507162226e-10,63,1.6679208085610233e-13,4114,4078,5461,yes
248,1,0,0,0.40000000000000002,0.25,3.1977272640349139e-09,5,-1.667581511647334e-12,4107,4085,256,no
248,2,0.029999999999999999,0,0.20000000000000001,1,3.2455773903292948e-09,16,-2.8881190715568077e-12,4065,4127,4864,no
248,3,0.029999999999999999,0.01,0.050000000000000003,5,1.697578163195939e-09,60,9.5219320191965417e-13,4075,4117,3114,no
249,0,-0.02,0.01,0.050000000000000003,0.25,3.6216062860864156e-10,125,6.664644321620528e-13,4089,4103,1365,yes
249,1,0,0,0.40000000000000002,0.25,3.0269059112600997e-09,5,-8.0286945432549035e-12,4065,4127,3413,yes
249,2,0.029999999999999999,0,0.20000000000000001,1,3.0616941662276161e-09,15,9.4787494447372126e-13,4071,4121,256,no
249,3,0.029999999999999999,0.01,0.050000000000000003,5,1.5685522263408182e-09,114,-4.2074830628598298e-12,4026,4166,3029,no
250,0,-0.02,0.01,0.050000000000000003,0.25,3.8455286536535464e-10,250,4.2527344895586841e-13,4063,4129,4437,yes
250,1,0,0,0.40000000000000002,0.25,3.1928382447497719e-09,5,3.4668858384069782e-12,4092,4100,4437,yes
250,2,0.029999999999999999,0,0.20000000000000001,1,2.9318291332438622e-09,15,-5.8547687209507611e-12,4072,4120,3413,yes
250,3,0.029999999999999999,0.01,0.050000000000000003,5,1.5853917890397148e-09,110,-1.0536418649310138e-12,4014,4178,3114,no
251,0,-0.02,0.01,0.050000000000000003,0.25,3.65810962541454e-10,498,-2.4080944439022084e-13,4061,4131,3072,yes
251,1,0,0,0.40000000000000002,0.25,3.0088264963442322e-09,6,1.4012427541210658e-12,4078,4114,1621,no
251,2,0.029999999999999999,0,0.20000000000000001,1,3.1697382223644679e-09,15,1.9688997866119085e-12,4071,4121,4437,yes
251,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7480762176507266e-09,219,-1.5611556867947411e-12,4078,4114,4864,no
252,0,-0.02,0.01,0.050000000000000003,0.25,3.5066120838323105e-10,124,-1.5228784386703546e-13,4059,4133,6399,no
252,1,0,0,0.40000000000000002,0.25,3.26754020333887e-09,5,-1.392770829809175e-12,4096,4096,4437,yes
252,2,0.029999999999999999,0,0.20000000000000001,1,3.1749946129329501e-09,16,-5.4368266891671109e-13,4133,4059,2218,yes
252,3,0.029999999999999999,0.01,0.050000000000000003,5,1.6038052344196115e-09,1749,-2.6440954141437015e-12,4071,4121,7210,no
253,0,-0.02,0.01,0.050000000000000003,0.25,3.6144956689061735e-10,62,-7.1510514910776026e-13,4065,4127,3584,yes
253,1,0,0,0.40000000000000002,0.25,2.6419105559601645e-09,5,-4.8493837727468974e-12,4031,4161,6399,no
253,2,0.029999999999999999,0,0.20000000000000001,1,3.1867064470605737e-09,15,2.9104281175264072e-12,4160,4032,3413,yes
253,3,0.029999999999999999,0.01,0.050000000000000003,5,1.6073376802260413e-09,218,-2.6371342511096517e-12,4100,4092,6399,no
254,0,-0.02,0.01,0.050000000000000003,0.25,4.0872863838318495e-10,62,5.8891626732417549e-13,4155,4037,6399,no
254,1,0,0,0.40000000000000002,0.25,3.0307650486166252e-09,20,6.3209800519522832e-12,4087,4105,7679,yes
254,2,0.029999999999999999,0,0.20000000000000001,1,2.9049047201401766e-09,15,3.5638591314920732e-12,4051,4141,5461,yes
254,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7130396798241602e-09,157,-1.6302450574947064e-13,4055,4137,469,no
255,0,-0.02,0.01,0.050000000000000003,0.25,3.7897231500706031e-10,83,-2.1057522282665683e-14,4091,4101,5461,yes
255,1,0,0,0.40000000000000002,0.25,3.2408473281459954e-09,5,-2.0002848008059344e-12,4078,4114,2218,yes
255,2,0.029999999999999999,0,0.20000000000000001,1,2.6665988190962456e-09,8,5.2569638206890817e-12,4101,4091,3840,no
255,3,0.029999999999999999,0.01,0.050000000000000003,5,1.6776213614280484e-09,1248,-7.3382091747162703e-13,4079,4113,469,no
256,0,-0.02,0.01,0.050000000000000003,0.25,3.9695823396887329e-10,82,-9.2501163180044329e-13,4014,4178,512,yes
256,1,0,0,0.40000000000000002,0.25,2.9134516799959734e-09,6,7.7940168047699197e-12,4108,4084,2218,yes
256,2,0.029999999999999999,0,0.20000000000000001,1,2.8993934089771084e-09,7,-1.0871108196379444e-11,4035,4157,5461,yes
256,3,0.029999999999999999,0.01,0.050000000000000003,5,1.5789424273127507e-09,156,-1.2953971623068586e-13,4123,4069,981,no
